Operator Clock Number,Heat Number,Sequence Number,LEW Grade Index,USS Grade ,Treatment Start Date,Treatment Start Time,Total Cycle Time,Hot Metal Weight,HM WGT TONS,Hot Metal Start Temp,Hot Metal Silicon,Start Sulfur,Aim Sulfur,Actual Aim Sulfur,Final Sulfur,0,Ordered Mg,Actual Mg,MG Kg/T,$ mag ,Ordered Lime,Actual Lime,lime Kg/T,$ Lime ,TOTAL $,$ / TON,$/T/P,kg/t/p,,Injection Cycle Time,RATIO,Reshot Final Sulfur,Reshot Ordered Mg,Reshot Actual Mg,Reshot Ordered Lime,Reshot Actual Lime,Reshot Cycle Time,"System ""A"" Usage","System ""B"" Usage","Lance ""A"" Used","Lance ""A"" ID","Lance ""A"" Minutes","Lance ""B"" Used","Lance ""B"" ID","Lance ""B"" Minutes",Skim Weight,SKIM %,Ladle (LD) Analysis Sulfur,RHOB (R) Sulfur,LTS (L) Sulfur,Caster Final (F20) Sulfur,,,,,mag price,lime price
1662000000,756560,6,DS0507L,FK46,21/02/2009,08:21:24,00:18:47,207800,208,1358,0.7,0.023,0.004,0.004,0.004,0,103,103,0.4957,$513.7949,278,276,1.328,$91.7700,$605.5649,$2.9142,$0.1534,,,00:04:27,2.68,,,,,,00:00:00,1,1,1,41,10:40:00,1,36,25:40:00,4090,1.97%,0.0061,,0.0062,0.0064,,,,,,
1662000000,756562,22,DS0507L,FK46,21/02/2009,10:02:15,00:26:00,203400,203,1364,0.884,0.018,0.004,0.004,0.004,0,91,91,0.4474,$453.9353,246,235,1.155,$78.1375,$532.0728,$2.6159,$0.1868,,,00:03:59,2.58,,,,,,00:00:00,1,1,1,41,10:48:00,1,36,25:47:00,4380,2.15%,0.0056,,0.0055,0.0059,,,,,,
1662000000,756651,110,DS1823A,SY49,26/02/2009,01:38:24,00:27:46,233000,233,1263,0.435,0.068,0.004,0.004,0.003,0,220,221,0.9485,$1,102.4143,594,538,2.309,$178.8850,$1,281.2993,$5.4991,$0.0846,,,00:08:56,2.43,,,,,,00:00:00,1,1,1,41,24:53:00,1,27,11:01:00,6970,2.99%,0.0049,,0.0048,0.0047,,,,
1662000000,756656,115,DS0508B,KL16,26/02/2009,05:38:05,00:29:16,223800,224,1288,0.374,0.073,0.004,0.004,0.003,0,222,223,0.9964,$1,112.3909,599,532,2.377,$176.8900,$1,289.2809,$5.7609,$0.0823,,,00:08:54,2.39,,,,,,00:00:00,1,1,1,41,25:28:00,1,27,11:40:00,4830,2.16%,0.0044,,0.0039,0.0037,,,,
1662000000,801556,60,DS0507J,FK43,26/02/2009,20:41:35,00:28:26,214400,214,1382,0.678,0.034,0.004,0.004,0.004,0,130,129,0.6017,$643.4907,351,303,1.413,$100.7475,$744.2382,$3.4713,$0.1157,,,00:05:58,2.35,,,,,,00:00:00,1,1,1,41,01:00:00,1,27,13:56:00,4020,1.88%,0.0062,,0.0064,0.006,,,,,,
1662000000,801558,62,DS0507L,FK46,26/02/2009,22:28:03,00:37:10,212500,213,1322,0.653,0.048,0.004,0.004,0.003,0,159,158,0.7435,$788.1514,429,393,1.849,$130.6725,$918.8239,$4.3239,$0.0961,,,00:06:34,2.49,,,,,,00:00:00,1,1,1,41,01:12:00,1,27,14:07:00,5280,2.48%,0.0064,,0.0066,0.0068,,,,,,
1662000000,801563,90,DS1315C,NA28,27/02/2009,02:06:25,00:25:13,199600,200,1402,0.766,0.022,0.004,0.004,0.004,0,98,98,0.491,$488.8534,265,244,1.222,$81.1300,$569.9834,$2.8556,$0.1586,,,00:04:12,2.49,,,,,,00:00:00,1,1,1,41,01:45:00,1,27,14:24:00,3180,1.59%,0.0075,,0.0081,0.0082,,,,,,
1662000000,801565,119,DS0006A,FK41,27/02/2009,03:34:32,00:23:28,202500,203,1383,0.725,0.025,0.004,0.004,0.005,0,104,104,0.5136,$518.7832,281,261,1.289,$86.7825,$605.5657,$2.9904,$0.1495,,,00:04:28,2.51,,,,,,00:00:00,1,1,1,41,01:54:00,1,27,14:33:00,3280,1.62%,0.0064,,0.0078,0.0079,,,,,,
1662000000,756673,92,DS1315T,NY31,27/02/2009,06:25:47,00:26:11,209000,209,1401,0.615,0.025,0.004,0.004,0.004,0,108,108,0.5167,$538.7364,292,265,1.268,$88.1125,$626.8489,$2.9993,$0.1428,,,00:04:39,2.45,,,,,,00:00:00,1,1,1,41,02:12:00,1,27,14:50:00,2150,1.03%,0.0052,0.0062,0.0066,0.0063,,,,,,
1662000000,756583,7,DS0001M,AM03,22/02/2009,17:17:39,00:39:01,219700,220,1336,0.596,0.059,0.006,0.006,0.005,0,166,166,0.7556,$828.0578,448,421,1.916,$139.9825,$968.0403,$4.4062,$0.0816,,,00:06:48,2.54,,,,,,00:00:00,1,1,1,41,13:26:00,1,36,28:25:00,4980,2.27%,0.0061,0.0061,,0.0063,,,,,,
1662000000,756670,132,DS0001F,AJ04,26/02/2009,18:52:50,00:24:48,215400,215,1378,0.717,0.037,0.006,0.006,0.006,0,116,116,0.5385,$578.6428,313,280,1.3,$93.1000,$671.7428,$3.1186,$0.1006,,,00:04:52,2.41,,,,,,00:00:00,1,1,1,41,00:51:00,1,27,13:46:00,4540,2.11%,0.0074,0.0073,,0.0072,,,,,,
1662000000,801478,76,DS1721A,SK17,17/02/2009,03:19:24,00:26:28,203400,203,1410,0.67,0.045,0.01,0.009,0.009,,112,112,0.5506,$558.6896,302,286,1.406,$95.0950,$653.7846,$3.2143,$0.0893,,,00:04:43,2.55,,,,,,00:00:00,1,1,1,41,02:46:00,1,36,17:19:00,4190,2.06%,0.01,,0.0103,0.0099,,,,,,
1662000000,801389,106,DS0006C,FB15,06/02/2009,,00:25:27,203000,203,1345,1.02,0.023,0.01,0.01,0.009,0,58,59,0.2906,$294.3097,157,145,0.714,$48.2125,$342.5222,$1.6873,$0.1205,,,00:00:00,2.46,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5510,2.71%,0.0104,0.0109,,0.011,,,,,,
1662000000,801391,108,DS0006C,FB15,06/02/2009,,00:26:29,207300,207,1361,0.921,0.028,0.01,0.01,0.01,0,69,70,0.3377,$349.1810,186,187,0.902,$62.1775,$411.3585,$1.9844,$0.1102,,,00:00:00,2.67,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5040,2.43%,0.0095,,0.0103,0.0106,,,,,,
1662000000,801393,110,DS0006C,FB15,07/02/2009,,00:31:28,203200,203,1351,0.852,0.029,0.01,0.01,0.011,0,70,69,0.3396,$344.1927,189,182,0.896,$60.5150,$404.7077,$1.9917,$0.1106,,,00:00:00,2.64,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4360,2.15%,0.011,,0.0124,0.0126,,,,,,
1662000000,756448,19,DS0608F,KS02,12/02/2009,13:33:25,00:44:14,223500,224,1281,0.37,0.086,0.01,0.01,0.009,0,201,201,0.8993,$1,2.6483,543,612,2.738,$203.4900,$1,206.1383,$5.3966,$0.0701,,,00:11:04,3.04,,,,,,00:00:00,1,1,1,40,14:01:00,1,36,09:41:00,5820,2.60%,0.01,,0.0114,0.013,,,,
1662000000,756502,65,DS1721A,SK17,16/02/2009,19:38:04,00:27:26,210900,211,1351,0.923,0.033,0.01,0.01,0.01,0,81,81,0.3841,$404.0523,219,214,1.015,$71.1550,$475.2073,$2.2532,$0.0980,,,00:03:41,2.64,,,,,,00:00:00,1,1,1,41,02:11:00,1,36,16:45:00,4960,2.35%,0.0072,0.0083,,0.0094,,,,,,
1662000000,801476,69,DS1721A,SK17,16/02/2009,21:26:00,00:30:31,225100,225,1312,0.923,0.042,0.01,0.01,0.01,0,106,106,0.4709,$528.7598,286,276,1.226,$91.7700,$620.5298,$2.7567,$0.0861,,,00:04:34,2.6,,,,,,00:00:00,1,1,1,41,02:20:00,1,36,16:53:00,7260,3.23%,0.0093,,0.0099,0.0097,,,,,,
1662000000,756504,71,DS1721A,SK17,16/02/2009,23:01:41,00:18:03,202300,202,1366,0.942,0.036,0.01,0.01,0.011,0,83,82,0.4053,$409.0406,224,218,1.078,$72.4850,$481.5256,$2.3803,$0.0952,,,00:03:38,2.66,,,,,,00:00:00,1,1,1,41,02:27:00,1,36,17:00:00,4990,2.47%,0.0076,,0.0081,0.0083,,,,,,
1662000000,756506,2,DS1721A,SK17,17/02/2009,00:31:52,00:23:18,200200,200,1362,0.886,0.037,0.01,0.01,0.011,0,84,84,0.4196,$419.0172,227,227,1.134,$75.4775,$494.4947,$2.4700,$0.0950,,,00:03:44,2.7,,,,,,00:00:00,1,1,1,41,02:33:00,1,36,17:06:00,4480,2.24%,0.0096,,0.0112,0.0119,,,,,,
1662000000,801480,78,DS1721A,SK17,17/02/2009,04:45:02,00:25:42,198600,199,1381,0.844,0.032,0.01,0.01,0.01,0,74,74,0.3726,$369.1342,200,197,0.992,$65.5025,$434.6367,$2.1885,$0.0995,,,00:03:24,2.66,,,,,,00:00:00,1,1,1,41,02:54:00,1,36,17:26:00,4270,2.15%,0.0106,,0.0117,0.01,,,,,,
1662000000,756570,28,DS0608Y,KA08,22/02/2009,06:41:11,00:33:00,206600,207,1384,0.61,0.062,0.01,0.01,0.01,0,138,137,0.6631,$683.3971,373,375,1.815,$124.6875,$808.0846,$3.9113,$0.0752,,,00:07:04,2.74,,,,,,00:00:00,1,1,1,41,12:13:00,1,36,27:12:00,5160,2.50%,0.011,,0.0123,0.0129,,,,,,
1662000000,756572,54,DS0709A,KV34,22/02/2009,08:23:17,00:26:56,209400,209,1361,0.585,0.065,0.01,0.01,0.011,0,146,146,0.6972,$728.2918,394,380,1.815,$126.3500,$854.6418,$4.0814,$0.0756,,,00:05:56,2.6,,,,,,00:00:00,1,1,1,41,12:25:00,1,36,27:24:00,5560,2.66%,0.0098,,0.0115,0.0113,,,,,,
1662000000,756578,17,DS0005C,FB14,22/02/2009,13:01:03,00:23:26,206900,207,1352,0.64,0.065,0.01,0.01,0.01,0,144,143,0.6912,$713.3269,389,367,1.774,$122.0275,$835.3544,$4.0375,$0.0734,,,00:05:52,2.57,,,,,,00:00:00,1,1,1,41,12:58:00,1,36,27:57:00,5130,2.48%,0.0095,,0.0111,0.0113,,,,,,
1662000000,756581,19,DS0005C,FB14,22/02/2009,15:30:52,00:24:48,201500,202,1388,0.644,0.049,0.01,0.01,0.01,0,109,109,0.5409,$543.7247,294,296,1.469,$98.4200,$642.1447,$3.1868,$0.0817,,,00:04:44,2.72,,,,,,00:00:00,1,1,1,41,13:13:00,1,36,28:13:00,5380,2.67%,0.0087,,0.0105,0.011,,,,,,
1662000000,756649,170,DS0005C,FB14,25/02/2009,23:49:10,00:16:50,211900,212,1336,0.458,0.053,0.01,0.01,0.01,0,122,121,0.571,$603.5843,329,294,1.387,$97.7550,$701.3393,$3.3098,$0.0770,,,00:05:08,2.43,,,,,,00:00:00,1,1,1,41,24:39:00,1,27,10:47:00,5920,2.79%,0.0094,,0.0098,0.0099,,,,,,
1662000000,801395,65,DS0004B,FA05,07/02/2009,,00:25:13,197100,197,1408,0.967,0.025,0.014,0.014,0.013,0,49,58,0.2943,$289.3214,132,157,0.797,$52.2025,$341.5239,$1.7327,$0.1444,,,00:00:00,2.71,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3780,1.92%,0.0111,,0.0123,0.013,,,,,,
1662000000,801398,68,DS0004B,FA05,07/02/2009,,00:27:08,196500,197,1405,1.11,0.034,0.014,0.014,0.011,1,66,66,0.3359,$329.2278,178,180,0.916,$59.8500,$389.0778,$1.9800,$0.0861,,,00:00:00,2.73,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5880,2.99%,0.009,,0.0107,0.0106,,,,,,
1662000000,801400,70,DS0004B,FA05,07/02/2009,,00:24:31,196200,196,1393,0.959,0.025,0.014,0.014,0.014,0,48,48,0.2446,$239.4384,130,137,0.698,$45.5525,$284.9909,$1.4526,$0.1321,,,00:00:00,2.85,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3590,1.83%,0.0114,,0.0127,0.0136,,,,,,
1662000000,756335,72,DS0004B,FA05,07/02/2009,,00:27:56,213800,214,1392,1.156,0.026,0.014,0.014,0.014,0,54,55,0.2572,$274.3565,146,153,0.716,$50.8725,$325.2290,$1.5212,$0.1268,,,00:00:00,2.78,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3780,1.77%,0.0093,,0.0109,0.0112,,,,,,
1662000000,756441,12,DS0005S,FA86,12/02/2009,06:54:41,00:30:10,218900,219,1313,0.368,0.083,0.014,0.014,0.013,0,178,177,0.8086,$882.9291,481,485,2.216,$161.2625,$1,44.1916,$4.7702,$0.0681,,,00:08:06,2.74,,,,,,00:00:00,1,1,1,40,12:56:00,1,36,08:35:00,6930,3.17%,0.0112,,0.0121,0.0125,,,,,
1662000000,756443,14,DS0005A,FA84,12/02/2009,08:40:39,00:33:59,218700,219,1307,0.436,0.095,0.014,0.014,0.009,1,203,203,0.9282,$1,12.6249,548,544,2.487,$180.8800,$1,193.5049,$5.4573,$0.0635,,,00:08:52,2.68,,,,,,00:00:00,1,1,1,40,13:13:00,1,36,08:52:00,5970,2.73%,0.0091,,0.0103,0.0109,,,,
1662000000,756445,16,DS0005A,FA84,12/02/2009,10:38:09,00:47:12,225600,226,1268,0.314,0.104,0.014,0.014,0.013,0,230,230,1.0195,$1,147.309,621,584,2.589,$194.1800,$1,341.489,$5.9463,$0.0653,,,00:09:18,2.54,,,,,,00:00:00,1,1,1,40,13:30:00,1,36,09:09:00,6690,2.97%,0.0098,,0.0109,0.0112,,,,
1662000000,801523,13,DS0004B,FA05,21/02/2009,14:23:09,00:21:41,204700,205,1342,0.936,0.019,0.014,0.014,0.015,0,38,37,0.1808,$184.5671,103,111,0.542,$36.9075,$221.4746,$1.0819,$0.2705,,,00:02:04,3,,,,,,00:00:00,1,1,1,41,11:00:00,1,36,26:01:00,3340,1.63%,0.0111,,0.0128,0.0135,,,,,,
1662000000,801525,25,DS0004B,FA05,21/02/2009,15:40:37,00:18:59,199400,199,1373,0.89,0.03,0.014,0.014,0.01,1,59,58,0.2909,$289.3214,159,153,0.767,$50.8725,$340.1939,$1.7061,$0.0853,,,00:02:46,2.64,,,,,,00:00:00,1,1,1,41,11:05:00,1,36,26:06:00,3300,1.65%,0.0102,,0.0111,0.0118,,,,,,
1662000000,801527,27,DS0004B,FA05,21/02/2009,17:10:50,00:25:56,198800,199,1381,0.844,0.024,0.014,0.014,0.014,0,47,47,0.2364,$234.4501,127,124,0.624,$41.2300,$275.6801,$1.3867,$0.1387,,,00:02:18,2.64,,,,,,00:00:00,1,1,1,41,11:09:00,1,36,26:10:00,3240,1.63%,0.0128,,0.0143,0.014,,,,,,
1662000000,756574,39,DS0005A,FA84,22/02/2009,10:02:16,00:27:36,212400,212,1318,0.629,0.071,0.014,0.014,0.013,0,148,148,0.6968,$738.2684,400,403,1.897,$133.9975,$872.2659,$4.1067,$0.0708,,,00:06:10,2.72,,,,,,00:00:00,1,1,1,41,12:37:00,1,36,27:36:00,5640,2.66%,0.0106,,0.0122,0.013,,,,,,
1662000000,756576,49,DS0005S,FA86,22/02/2009,11:31:25,00:24:44,202300,202,1382,0.714,0.063,0.014,0.014,0.011,1,124,123,0.608,$613.5609,335,332,1.641,$110.3900,$723.9509,$3.5786,$0.0688,,,00:05:10,2.7,,,,,,00:00:00,1,1,1,41,12:47:00,1,36,27:46:00,4050,2.00%,0.0092,,0.0104,0.0107,,,,,,
1662000000,756645,73,DS0005S,FA86,25/02/2009,18:51:47,00:29:47,219100,219,1311,0.404,0.07,0.014,0.014,0.01,1,150,150,0.6846,$748.2450,405,377,1.721,$125.3525,$873.5975,$3.9872,$0.0665,,,00:07:10,2.51,,,,,,00:00:00,1,1,1,41,24:17:00,1,27,10:25:00,5160,2.36%,0.0087,0.0111,0.0108,0.0112,,,,,,
1662000000,756647,75,DS0005P,FA87,25/02/2009,20:46:58,00:26:52,215000,215,1348,0.415,0.073,0.014,0.014,0.012,0,153,153,0.7116,$763.2099,413,366,1.702,$121.6950,$884.9049,$4.1158,$0.0675,,,00:06:22,2.39,,,,,,00:00:00,1,1,1,41,24:29:00,1,27,10:37:00,6570,3.06%,0.0097,0.0111,,0.0114,,,,,,
1662000000,756313,11,DS0005C,FB14,02/02/2009,,00:24:31,204800,205,1285,1.646,0.011,0.01,,,,,,,,,,,,,,,,,00:00:00,,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3600,1.76%,0.0067,0.0075,,0.0083,,,,,,
1844000000,756528,57,DS0406J,,18/02/2009,08:47:20,00:30:06,219700,220,1326,0.6,0.034,0.002,0.001,0.001,0,239,238,1.0833,$1,187.2154,645,734,3.341,$244.0550,$1,431.2704,$6.5147,$0.1974,,,00:12:10,3.08,,,,,,00:00:00,1,1,1,41,05:44:00,1,36,20:40:00,4520,2.06%,0.0028,0.0029,0.0026,0.0023,,,,
1844000000,801482,55,DS0406J,,18/02/2009,06:27:12,00:32:24,232400,232,1277,0.646,0.042,0.002,0.001,0.001,0,271,271,1.1661,$1,351.8293,732,772,3.322,$256.6900,$1,608.5193,$6.9213,$0.1688,,,00:12:06,2.85,,,,,,00:00:00,1,1,1,41,05:20:00,1,36,20:16:00,7320,3.15%,0.0022,0.0022,0.0018,0.002,,,,
1844000000,801373,51,DS0508E,KL22,05/02/2009,01:36:55,00:27:12,200800,201,1338,1.454,0.013,0.004,0.002,0.004,0,123,122,0.6076,$608.5726,332,326,1.624,$108.3950,$716.9676,$3.5706,$0.3967,,,00:05:04,2.67,,,,,,00:00:00,1,1,1,37,12:00:00,1,39,09:34:00,4520,2.25%,0.0055,0.0061,,0.0064,,,,,,
1844000000,801369,47,DS0507J,FK43,04/02/2009,21:06:14,00:27:19,199100,199,1325,1.696,0.017,0.004,0.002,0.002,0,130,130,0.6529,$648.4790,351,342,1.718,$113.7150,$762.1940,$3.8282,$0.2552,,,00:05:26,2.63,,,,,,00:00:00,1,1,1,37,11:42:00,1,39,09:11:00,6090,3.06%,0.005,,0.0055,0.0056,,,,,,
1844000000,801371,49,DS0507J,FK43,04/02/2009,23:51:55,01:13:53,190200,190,1391,1.81,0.019,0.004,0.002,0.004,0,128,126,0.6625,$628.5258,346,353,1.856,$117.3725,$745.8983,$3.9217,$0.2614,,,00:08:33,2.8,,,,,,00:00:00,1,1,1,37,11:50:00,1,39,09:24:00,5400,2.84%,0.0053,,0.0054,0.0055,,,,,,
1844000000,756678,127,DS0607L,KM73,27/02/2009,16:35:35,00:29:37,210500,211,1371,0.71,0.019,0.002,0.002,0.002,0,141,141,0.6698,$703.3503,381,314,1.492,$104.4050,$807.7553,$3.8373,$0.2257,,,00:05:46,2.23,,,,,,00:00:00,1,1,1,41,03:13:00,1,27,15:51:00,3220,1.53%,0.0028,0.0029,0.0025,0.0023,,,,,,
1844000000,801367,45,DS0507J,FK43,04/02/2009,19:20:55,00:47:50,197900,198,1338,1.668,0.023,0.004,0.002,0.002,0,141,141,0.7125,$703.3503,381,379,1.915,$126.0175,$829.3678,$4.1908,$0.1996,,,00:05:51,2.69,,,,,,00:00:00,1,1,1,37,11:32:00,1,39,09:00:00,6310,3.19%,0.0062,,0.0063,0.0061,,,,,,
1844000000,756379,23,DS0005C,FB14,09/02/2009,,00:31:48,213100,213,1363,0.734,0.037,0.004,0.004,0.003,0,136,136,0.6382,$678.4088,367,353,1.656,$117.3725,$795.7813,$3.7343,$0.1098,,,00:00:00,2.6,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3620,1.70%,0.0072,,0.008,0.008,,,,,,
1844000000,801420,58,DS0811C,KA29,10/02/2009,,00:36:23,213500,214,1348,0.5,0.07,0.004,0.004,0.004,0,206,206,0.9649,$1,27.5898,556,563,2.637,$187.1975,$1,214.7873,$5.6899,$0.0862,,,00:00:00,2.73,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4980,2.33%,0.0065,,0.0058,0.0059,,,,
1844000000,801421,59,DS0811C,KA29,10/02/2009,,00:26:12,207900,208,1375,0.52,0.061,0.004,0.004,0.005,0,182,182,0.8754,$907.8706,491,504,2.424,$167.5800,$1,75.4506,$5.1729,$0.0924,,,00:00:00,2.77,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4510,2.17%,0.0084,,0.0094,0.0099,,,,,
1844000000,801423,61,DS0811C,KA29,10/02/2009,,00:33:45,210200,210,1336,0.615,0.064,0.004,0.004,0.004,0,181,180,0.8563,$897.8940,489,492,2.341,$163.5900,$1,61.484,$5.0499,$0.0842,,,00:00:00,2.73,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5100,2.43%,0.0065,,0.0091,0.0087,,,,,
1844000000,756474,20,DS0506B,FK53,14/02/2009,20:28:21,00:24:07,207900,208,1357,1.205,0.013,0.004,0.004,0.005,0,82,83,0.3992,$414.0289,221,226,1.087,$75.1450,$489.1739,$2.3529,$0.2941,,,00:03:38,2.72,,,,,,00:00:00,1,1,1,40,17:46:00,1,36,13:24:00,4000,1.92%,0.0053,,0.0056,0.0038,,,,,,
1844000000,801453,22,DS0506B,FK53,14/02/2009,21:51:15,00:23:04,197800,198,1413,1.193,0.015,0.004,0.004,0.005,0,82,81,0.4095,$404.0523,221,214,1.082,$71.1550,$475.2073,$2.4025,$0.2402,,,00:03:36,2.64,,,,,,00:00:00,1,1,1,40,17:52:00,1,36,13:30:00,3660,1.85%,0.0059,,0.0048,0.0043,,,,,,
1844000000,801455,24,DS0506B,FK53,14/02/2009,23:22:41,00:27:25,200700,201,1389,1.224,0.02,0.004,0.004,0.005,0,93,94,0.4684,$468.9002,251,246,1.226,$81.7950,$550.6952,$2.7439,$0.1829,,,00:04:08,2.62,,,,,,00:00:00,1,1,1,40,17:59:00,1,36,13:38:00,4180,2.08%,0.0057,,0.0046,0.0043,,,,,,
1844000000,756490,7,DS0507E,FK56,15/02/2009,21:02:57,00:27:28,199900,200,1377,1.03,0.03,0.004,0.004,0.004,0,113,114,0.5703,$568.6662,305,297,1.486,$98.7525,$667.4187,$3.3388,$0.1284,,,00:04:46,2.61,,,,,,00:00:00,1,1,1,41,00:24:00,1,36,15:00:00,4120,2.06%,0.0054,,0.0049,0.0046,,,,,,
1844000000,801468,112,DS0507E,FK56,15/02/2009,22:27:17,00:25:54,202700,203,1373,0.885,0.033,0.004,0.004,0.004,0,121,120,0.592,$598.5960,327,323,1.593,$107.3975,$705.9935,$3.4829,$0.1201,,,00:05:05,2.69,,,,,,00:00:00,1,1,1,41,00:33:00,1,36,15:09:00,4750,2.34%,0.0086,0.006,,0.0067,,,,,,
1844000000,756491,114,DS0507E,FK56,16/02/2009,00:00:15,00:27:17,207800,208,1373,0.793,0.037,0.004,0.004,0.005,0,132,132,0.6352,$658.4556,356,348,1.675,$115.7100,$774.1656,$3.7255,$0.1164,,,00:05:29,2.64,,,,,,00:00:00,1,1,1,41,00:44:00,1,36,15:18:00,4410,2.12%,0.0071,,0.0072,0.0062,,,,,,
1844000000,801472,99,DS1315C,NA28,16/02/2009,03:41:37,00:31:28,199600,200,1435,0.99,0.027,0.004,0.004,0.005,0,107,107,0.5361,$533.7481,289,271,1.358,$90.1075,$623.8556,$3.1255,$0.1421,,,00:04:33,2.53,,,,,,00:00:00,1,1,1,41,01:11:00,1,36,15:45:00,2460,1.23%,0.0081,,0.0086,0.0088,,,,,,
1844000000,756495,101,DS1315C,NA28,16/02/2009,05:19:38,00:39:06,199000,199,1427,1.089,0.032,0.004,0.004,0.006,0,117,116,0.5829,$578.6428,316,306,1.538,$101.7450,$680.3878,$3.4190,$0.1315,,,00:04:57,2.64,0.003,32,32,86,98,00:00:00,1,1,1,41,01:21:00,1,36,15:55:00,4460,2.24%,0.0083,,0.0085,0.0091,,,,,,
1844000000,756540,135,DS0001N,AM08,19/02/2009,12:47:45,00:25:33,210700,211,1358,0.912,0.03,0.004,0.004,0.004,0,119,118,0.56,$588.6194,321,307,1.457,$102.0775,$690.6969,$3.2781,$0.1261,,,00:05:00,2.6,,,,,,00:00:00,1,1,1,41,07:25:00,1,36,22:22:00,4020,1.91%,0.0054,0.0053,,0.0056,,,,,,
1844000000,756542,22,DS0001N,AM08,19/02/2009,14:16:09,00:25:31,210400,210,1364,0.869,0.037,0.004,0.004,0.004,0,133,132,0.6274,$658.4556,359,351,1.668,$116.7075,$775.1631,$3.6842,$0.1116,,,00:05:34,2.66,,,,,,00:00:00,1,1,1,41,07:36:00,1,36,22:33:00,3760,1.79%,0.0068,0.0066,,0.0066,,,,,,
1844000000,801492,24,DS0001N,AM08,19/02/2009,15:57:51,00:35:23,220300,220,1312,0.709,0.04,0.004,0.004,0.002,0,147,147,0.6673,$733.2801,397,387,1.757,$128.6775,$861.9576,$3.9127,$0.1030,,,00:06:06,2.63,,,,,,00:00:00,1,1,1,41,07:48:00,1,36,22:45:00,5920,2.69%,0.0057,0.0057,,0.0058,,,,,,
1844000000,801494,26,DS0001N,AM08,19/02/2009,17:28:32,00:33:28,213800,214,1364,0.67,0.028,0.004,0.004,0.004,0,117,117,0.5472,$583.6311,316,303,1.417,$100.7475,$684.3786,$3.2010,$0.1334,,,00:04:52,2.59,,,,,,00:00:00,1,1,1,41,07:56:00,1,36,22:54:00,2300,1.08%,0.0069,0.007,,0.0071,,,,,,
1844000000,756674,93,DS1315T,NY31,27/02/2009,07:22:37,00:37:07,205100,205,1411,0.597,0.028,0.004,0.004,0.004,0,112,112,0.5461,$558.6896,302,263,1.282,$87.4475,$646.1371,$3.1504,$0.1313,,,00:04:38,2.35,,,,,,00:00:00,1,1,1,41,02:17:00,1,27,14:55:00,2520,1.23%,0.0056,0.0052,0.0048,0.0049,,,,,,
1844000000,801569,95,DS1721C,SK15,27/02/2009,08:55:55,00:49:20,204400,204,1402,0.727,0.031,0.004,0.004,0.006,0,118,117,0.5724,$583.6311,319,288,1.409,$95.7600,$679.3911,$3.3238,$0.1330,,,00:04:59,2.46,0.003,36,36,97,102,00:00:00,1,1,1,41,02:27:00,1,27,15:05:00,4240,2.07%,0.0049,,0.0059,0.0066,,,,,,
1844000000,801571,97,DS1721C,SK15,27/02/2009,10:33:21,00:21:13,206500,207,1403,0.632,0.03,0.004,0.004,0.004,0,117,117,0.5666,$583.6311,316,284,1.375,$94.4300,$678.0611,$3.2836,$0.1263,,,00:04:50,2.43,,,,,,00:00:00,1,1,1,41,02:38:00,1,27,15:16:00,2720,1.32%,0.0067,,0.0064,0.0059,,,,,,
1844000000,801573,101,DS1721A,SK17,27/02/2009,12:08:27,00:40:22,204600,205,1388,0.733,0.023,0.01,0.004,0.006,0,102,102,0.4985,$508.8066,275,240,1.173,$79.8000,$588.6066,$2.8769,$0.1692,,,00:04:24,2.35,0.003,36,37,97,99,00:00:00,1,1,1,41,02:46:00,1,27,15:24:00,3200,1.56%,0.0053,,0.0057,0.0048,,,,,,
1844000000,756675,124,DS1721A,SK17,27/02/2009,13:48:37,00:26:27,208100,208,1384,0.83,0.019,0.01,0.004,0.003,0,96,96,0.4613,$478.8768,259,233,1.12,$77.4725,$556.3493,$2.6735,$0.1671,,,00:04:06,2.43,,,,,,00:00:00,1,1,1,41,02:56:00,1,27,15:34:00,3310,1.59%,0.005,,0.0057,0.0051,,,,,,
1844000000,756384,32,DS0005C,FB14,09/02/2009,,00:25:57,200500,201,1391,0.782,0.035,0.01,0.006,0.007,0,103,103,0.5137,$513.7949,278,271,1.352,$90.1075,$603.9024,$3.0120,$0.1076,,,00:00:00,2.63,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4280,2.13%,0.0084,,0.0085,0.0091,,,,,,
