Operator Clock Number,Heat Number,Sequence Number,LEW Grade Index,USS Grade ,Treatment Start Date,Treatment Start Time,Total Cycle Time,Hot Metal Weight,HM WGT TONS,Hot Metal Start Temp,Hot Metal Silicon,Start Sulfur,Aim Sulfur,Actual Aim Sulfur,Final Sulfur,0,Ordered Mg,Actual Mg,MG Kg/T,$ mag ,Ordered Lime,Actual Lime,lime Kg/T,$ Lime ,TOTAL $,$ / TON,$/T/P,kg/t/p,,Injection Cycle Time,RATIO,Reshot Final Sulfur,Reshot Ordered Mg,Reshot Actual Mg,Reshot Ordered Lime,Reshot Actual Lime,Reshot Cycle Time,"System ""A"" Usage","System ""B"" Usage","Lance ""A"" Used","Lance ""A"" ID","Lance ""A"" Minutes","Lance ""B"" Used","Lance ""B"" ID","Lance ""B"" Minutes",Skim Weight,SKIM %,Ladle (LD) Analysis Sulfur,RHOB (R) Sulfur,LTS (L) Sulfur,Caster Final (F20) Sulfur,,,,,mag price,lime price
1324000000,756398,57,DS0811C,KA29,10/02/2009,,00:21:38,206200,206,1371,0.568,0.061,0.004,0.004,0.004,0,180,179,0.8681,$892.9057,486,481,2.333,$159.9325,$1,52.8382,$5.1059,$0.0896,,,00:00:00,2.69,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3520,1.71%,0.006,,0.0062,0.0065,,,,,
1324000000,801427,72,DS0001R,AM08,10/02/2009,17:55:06,00:25:32,210000,210,1389,0.707,0.041,0.004,0.004,0.005,0,142,142,0.6762,$708.3386,383,394,1.876,$131.0050,$839.3436,$3.9969,$0.1110,,,00:05:58,2.77,,,,,,00:00:00,1,1,1,40,08:34:00,1,36,04:06:00,3300,1.57%,0.0074,0.0074,,0.0079,,,,,,
1324000000,756407,74,DS0001R,AM08,10/02/2009,19:40:38,00:33:32,215700,216,1336,0.697,0.042,0.004,0.004,0.003,0,148,148,0.6861,$738.2684,400,397,1.841,$132.0025,$870.2709,$4.0346,$0.1035,,,00:06:08,2.68,,,,,,00:00:00,1,1,1,40,08:46:00,1,36,04:17:00,4320,2.00%,0.0063,0.0064,,0.0069,,,,,,
1324000000,756409,76,DS0001R,AM08,10/02/2009,21:02:20,00:14:40,209300,209,1388,0.71,0.043,0.004,0.004,0.004,0,146,146,0.6976,$728.2918,394,391,1.868,$130.0075,$858.2993,$4.1008,$0.1051,,,00:06:03,2.68,,,,,,00:00:00,1,1,1,40,08:57:00,1,36,04:29:00,3420,1.63%,0.0065,0.0066,,0.0068,,,,,,
1324000000,801428,78,DS0001R,AM08,10/02/2009,22:25:43,00:22:25,216300,216,1367,0.715,0.037,0.004,0.004,0.003,0,138,139,0.6426,$693.3737,373,363,1.678,$120.6975,$814.0712,$3.7636,$0.1107,,,00:05:44,2.61,,,,,,00:00:00,1,1,1,40,09:08:00,1,36,04:40:00,4220,1.95%,0.0071,0.0071,,0.007,,,,,,
1324000000,801430,80,DS0001R,AM08,11/02/2009,00:05:57,00:10:34,219400,219,1316,0.68,0.042,0.004,0.004,0.005,0,162,162,0.7384,$808.1046,437,418,1.905,$138.9850,$947.0896,$4.3167,$0.1167,,,00:06:47,2.58,,,,,,00:00:00,1,1,1,40,09:19:00,1,36,04:51:00,3150,1.44%,0.0082,0.008,,0.0082,,,,,,
1324000000,756417,87,DS0507J,FK43,11/02/2009,05:44:52,00:31:06,213400,213,1321,0.519,0.033,0.004,0.004,0.003,0,128,128,0.5998,$638.5024,346,339,1.589,$112.7175,$751.2199,$3.5202,$0.1173,,,00:05:14,2.65,,,,,,00:00:00,1,1,1,40,10:04:00,1,36,05:36:00,4400,2.06%,0.005,,0.0051,0.0047,,,,,,
1324000000,756466,124,DS1720F,SD30,13/02/2009,06:24:21,00:27:46,209000,209,1373,0.829,0.027,0.004,0.004,0.004,0,112,111,0.5311,$553.7013,302,302,1.445,$100.4150,$654.1163,$3.1297,$0.1361,,,00:04:44,2.72,,,,,,00:00:00,1,1,1,40,16:03:00,1,36,11:46:00,3170,1.52%,0.006,,0.0061,0.006,,,,,,
1324000000,756468,127,DS1720F,SD30,13/02/2009,08:13:03,00:27:17,207600,208,1311,1.295,0.022,0.004,0.004,0.003,0,101,101,0.4865,$503.8183,273,268,1.291,$89.1100,$592.9283,$2.8561,$0.1503,,,00:04:20,2.65,,,,,,00:00:00,1,1,1,40,16:11:00,1,36,11:54:00,4980,2.40%,0.0061,,0.0071,0.007,,,,,,
1324000000,756470,129,DS1720F,SD30,13/02/2009,10:08:01,00:28:05,202900,203,1377,1.249,0.014,0.004,0.004,0.004,0,82,82,0.4041,$409.0406,221,211,1.04,$70.1575,$479.1981,$2.3617,$0.2362,,,00:03:39,2.57,,,,,,00:00:00,1,1,1,40,16:20:00,1,36,12:03:00,2760,1.36%,0.0048,0.0058,,0.0062,,,,,,
1324000000,801495,27,DS0001N,AM08,19/02/2009,18:18:22,00:26:47,213000,213,1372,0.67,0.024,0.004,0.004,0.004,0,108,108,0.507,$538.7364,292,284,1.333,$94.4300,$633.1664,$2.9726,$0.1486,,,00:04:32,2.63,,,,,,00:00:00,1,1,1,41,08:01:00,1,36,22:58:00,2520,1.18%,0.0067,0.0067,,0.0067,,,,,,
1324000000,756546,142,DS0507J,FK43,19/02/2009,21:21:12,00:26:56,196400,196,1421,0.763,0.019,0.004,0.004,0.005,0,90,90,0.4582,$448.9470,243,250,1.273,$83.1250,$532.0720,$2.7091,$0.1935,,,00:04:48,2.78,,,,,,00:00:00,1,1,1,41,08:16:00,1,36,23:15:00,2330,1.19%,0.0057,,0.0064,0.0067,,,,,,
1324000000,801496,144,DS0507L,FK46,20/02/2009,00:06:29,00:25:25,211700,212,1349,0.803,0.019,0.004,0.004,0.004,0,97,97,0.4582,$483.8651,262,261,1.233,$86.7825,$570.6476,$2.6955,$0.1797,,,00:04:14,2.69,,,,,,00:00:00,1,1,1,41,08:24:00,1,36,23:23:00,4460,2.11%,0.0048,,0.0048,0.0045,,,,,,
1324000000,756548,10,DS0507L,FK46,20/02/2009,03:25:41,00:30:11,198700,199,1405,1.04,0.018,0.004,0.004,0.004,0,89,89,0.4479,$443.9587,240,231,1.163,$76.8075,$520.7662,$2.6209,$0.1872,,,00:03:52,2.6,,,,,,00:00:00,1,1,1,41,08:35:00,1,36,23:34:00,2450,1.23%,0.0057,0.0056,,0.0059,,,,,,
1324000000,801499,31,DS0006A,FK41,20/02/2009,06:17:14,00:31:08,205300,205,1321,1.176,0.017,0.004,0.004,0.002,0,90,89,0.4335,$443.9587,243,228,1.111,$75.8100,$519.7687,$2.5318,$0.1688,,,00:03:50,2.56,,,,,,00:00:00,1,1,1,41,08:47:00,1,36,23:46:00,4200,2.05%,0.0061,,0.0065,0.0067,,,,,,
1324000000,756603,55,DS0507V,FV03,23/02/2009,09:56:53,00:28:14,218700,219,1306,0.343,0.056,0.004,0.004,0.004,0,180,180,0.823,$897.8940,486,456,2.085,$151.6200,$1,49.514,$4.7989,$0.0923,,,00:07:30,2.53,,,,,,00:00:00,1,1,1,41,15:55:00,1,27,02:08:00,4000,1.83%,0.0069,,0.0065,0.0063,,,,,
1324000000,756605,57,DS0507V,FV03,23/02/2009,11:32:30,00:30:27,211700,212,1308,0.622,0.049,0.004,0.004,0.004,0,160,159,0.7511,$793.1397,432,399,1.885,$132.6675,$925.8072,$4.3732,$0.0972,,,00:06:38,2.51,,,,,,00:00:00,1,1,1,41,16:09:00,1,27,02:22:00,3380,1.60%,0.0061,,0.0054,0.0055,,,,,,
1324000000,756608,60,DS1721A,SK17,23/02/2009,14:20:40,00:26:07,211300,211,1369,0.569,0.059,0.01,0.004,0.004,0,180,180,0.8519,$897.8940,486,469,2.22,$155.9425,$1,53.8365,$4.9874,$0.0907,,,00:07:44,2.61,,,,,,00:00:00,1,1,1,41,16:31:00,1,27,02:45:00,2830,1.34%,0.005,0.0059,,0.0065,,,,,
1324000000,756610,62,DS1721A,SK17,23/02/2009,18:22:35,00:25:11,212100,212,1356,0.599,0.032,0.01,0.004,0.003,0,124,123,0.5799,$613.5609,335,320,1.509,$106.4000,$719.9609,$3.3944,$0.1170,,,00:06:27,2.6,,,,,,00:00:00,1,1,1,41,16:42:00,1,27,02:54:00,4020,1.90%,0.0062,0.0063,,0.007,,,,,,
1324000000,801545,54,DS0006A,FK41,24/02/2009,10:30:30,00:26:39,198200,198,1378,0.95,0.043,0.004,0.004,0.004,0,138,137,0.6912,$683.3971,373,458,2.311,$152.2850,$835.6821,$4.2164,$0.1081,,,00:09:11,3.34,,,,,,00:00:00,1,1,1,41,18:49:00,1,27,05:03:00,3670,1.85%,0.0064,,0.0059,0.0059,,,,,,
1324000000,756622,71,DS0006A,FK41,24/02/2009,15:00:53,00:28:25,200500,201,1364,0.864,0.066,0.004,0.004,0.002,0,186,185,0.9227,$922.8355,502,502,2.504,$166.9150,$1,89.7505,$5.4352,$0.0849,,,00:07:36,2.71,,,,,,00:00:00,1,1,1,41,19:21:00,1,27,05:34:00,3960,1.98%,0.0059,,0.0068,0.007,,,,,
1324000000,756624,73,DS0508E,KL22,24/02/2009,17:03:47,00:18:03,202000,202,1407,0.619,0.057,0.004,0.004,0.004,0,169,169,0.8366,$843.0227,456,454,2.248,$150.9550,$993.9777,$4.9207,$0.0928,,,00:06:59,2.69,,,,,,00:00:00,1,1,1,41,19:35:00,1,27,05:47:00,4420,2.19%,0.0065,,0.0073,0.0073,,,,,,
1324000000,801576,77,DS1720F,SD30,27/02/2009,18:55:29,01:02:16,216100,216,1381,0.615,0.033,0.004,0.004,0.003,0,1290,273,1.2633,$1,361.8059,3480,823,3.808,$273.6475,$1,635.4534,$7.5680,$0.2523,,,00:05:54,3.01,,,,,,00:00:00,1,0,1,41,03:38:00,0,27,15:56:00,3010,1.39%,0.0054,0.0066,0.0056,0.0058,,,,
1324000000,801578,79,DS1720F,SD30,27/02/2009,20:14:36,00:24:51,209700,210,1392,0.68,0.021,0.004,0.004,0.004,0,100,98,0.4673,$488.8534,270,263,1.254,$87.4475,$576.3009,$2.7482,$0.1617,,,00:07:54,2.68,,,,,,00:00:00,0,1,0,41,03:42:00,1,27,16:08:00,2160,1.03%,0.0047,,0.0052,0.0066,,,,,,
1324000000,756680,81,DS1720F,SD30,27/02/2009,21:48:56,00:23:40,213400,213,1375,0.653,0.026,0.004,0.004,0.004,0,112,112,0.5248,$558.6896,302,303,1.42,$100.7475,$659.4371,$3.0901,$0.1405,,,00:04:44,2.71,,,,,,00:00:00,1,1,1,31,00:07:00,1,27,16:18:00,2900,1.36%,0.0042,,0.0051,0.0053,,,,,,
1324000000,756682,83,DS1720F,SD30,27/02/2009,23:32:52,00:22:25,209400,209,1365,0.797,0.026,0.004,0.004,0.003,0,110,109,0.5205,$543.7247,297,298,1.423,$99.0850,$642.8097,$3.0698,$0.1335,,,00:04:47,2.73,,,,,,00:00:00,1,1,1,31,00:16:00,1,27,16:27:00,2000,0.96%,0.0043,,0.0048,0.0054,,,,,,
1324000000,756684,85,DS1720F,SD30,28/02/2009,01:11:18,00:21:03,204200,204,1412,0.759,0.02,0.004,0.004,0.004,0,96,96,0.4701,$478.8768,259,264,1.293,$87.7800,$566.6568,$2.7750,$0.1734,,,00:04:11,2.75,,,,,,00:00:00,1,1,1,31,00:25:00,1,27,16:35:00,1890,0.93%,0.0043,,0.005,0.0054,,,,,,
1324000000,756685,3,DS0607B,KL15,28/02/2009,05:12:31,00:22:20,200200,200,1417,0.749,0.017,0.004,0.004,0.004,0,88,88,0.4396,$438.9704,238,245,1.224,$81.4625,$520.4329,$2.5996,$0.2000,,,00:03:53,2.78,,,,,,00:00:00,1,1,1,31,00:46:00,1,27,16:55:00,1820,0.91%,0.0043,,0.0049,0.005,,,,,,
1324000000,801323,38,DS0005C,FB14,01/02/2009,06:04:32,00:27:42,194600,195,1372,1.307,0.02,0.01,0.01,0.013,1,50,49,0.2518,$244.4267,135,138,0.709,$45.8850,$290.3117,$1.4918,$0.2131,,,00:02:26,2.82,,,,,,00:00:00,1,1,1,37,07:29:00,1,39,04:56:00,4000,2.06%,0.0096,,0.0103,0.0104,,,,,,
1324000000,801334,74,DS1721A,SK17,01/02/2009,19:07:39,00:17:26,195800,196,1369,1.6,0.014,0.01,0.01,0.009,0,39,39,0.1992,$194.5437,105,111,0.567,$36.9075,$231.4512,$1.1821,$0.2364,,,00:02:05,2.85,,,,,,00:00:00,1,1,1,37,07:50:00,1,39,05:17:00,3200,1.63%,0.0054,,0.0067,0.0069,,,,,,
1324000000,801335,75,DS1721A,SK17,01/02/2009,20:12:11,00:25:16,196400,196,1358,1.546,0.014,0.01,0.01,0.01,0,39,38,0.1935,$189.5554,105,116,0.591,$38.5700,$228.1254,$1.1615,$0.2904,,,00:02:12,3.05,,,,,,00:00:00,1,1,1,37,07:52:00,1,39,05:19:00,3370,1.72%,0.0068,,0.0084,0.0083,,,,,,
1324000000,756309,7,DS0005C,FB14,02/02/2009,02:41:56,00:30:32,205200,205,1397,1.212,0.015,0.01,0.01,0.009,0,42,42,0.2047,$209.5086,113,122,0.595,$40.5650,$250.0736,$1.2187,$0.2031,,,00:02:12,2.9,,,,,,00:00:00,1,1,1,37,08:20:00,1,39,05:48:00,3420,1.67%,0.0057,,0.0068,0.0079,,,,,,
1324000000,756311,9,DS0005C,FB14,02/02/2009,05:12:39,00:51:43,204500,205,1330,1.157,0.016,0.01,0.01,0.008,0,44,43,0.2103,$214.4969,119,121,0.592,$40.2325,$254.7294,$1.2456,$0.1557,,,00:02:16,2.81,,,,,,00:00:00,1,1,1,37,08:24:00,1,39,05:52:00,6970,3.41%,0.007,,0.0071,0.0074,,,,,,
1324000000,756601,52,DS0507V,FV03,23/02/2009,07:59:53,00:49:34,212200,212,1365,0.308,0.068,0.004,0.01,0.013,1,154,154,0.7257,$768.1982,416,403,1.899,$133.9975,$902.1957,$4.2516,$0.0773,,,00:06:28,2.62,0.005,42,41,113,108,00:00:00,1,1,1,41,15:36:00,1,27,01:53:00,3880,1.83%,0.0045,,0.0053,0.0052,,,,,,
1324000000,801333,73,DS0811A,KC05,01/02/2009,18:11:00,00:27:54,205700,206,1313,1.18,0.017,0.014,0.014,0.012,0,34,34,0.1653,$169.6022,92,108,0.525,$35.9100,$205.5122,$0.9991,$0.1998,,,00:02:02,3.18,,,,,,00:00:00,1,1,1,37,07:48:00,1,39,05:15:00,3120,1.52%,0.0075,,0.0094,0.0101,,,,,,
1324000000,801440,33,DS0005A,FA84,14/02/2009,06:53:28,00:26:20,216700,217,1273,1.087,0.016,0.014,0.014,0.01,1,36,36,0.1661,$179.5788,97,104,0.48,$34.5800,$214.1588,$0.9883,$0.1647,,,00:01:58,2.89,,,,,,00:00:00,1,1,1,40,16:47:00,1,36,12:30:00,6060,2.80%,0.0085,0.0093,,0.0102,,,,,,
1662000000,801481,54,DS0406J,,18/02/2009,05:40:52,00:39:16,236600,237,1297,0.735,0.033,0.002,0.001,0.001,0,267,266,1.1243,$1,326.8878,721,725,3.064,$241.0625,$1,567.9503,$6.6270,$0.2071,,,00:11:44,2.73,,,,,,00:00:00,1,1,1,41,05:08:00,1,36,20:05:00,6470,2.73%,0.0029,0.0027,0.0026,0.0027,,,,
1662000000,756525,52,DS0406J,,18/02/2009,03:34:59,00:59:23,248700,249,1200,0.53,0.053,0.002,0.001,0.002,0,318,316,1.2706,$1,576.3028,859,822,3.305,$273.3150,$1,849.6178,$7.4371,$0.1458,,,00:24:30,2.6,,,,,,00:00:00,1,1,1,41,04:47:00,1,36,19:44:00,9870,3.97%,0.005,0.0041,0.0038,0.0036,,,,
1662000000,756523,50,DS0406J,,17/02/2009,19:56:17,00:37:08,220200,220,1326,0.453,0.061,0.002,0.001,0.002,0,299,299,1.3579,$1,491.5017,807,814,3.697,$270.6550,$1,762.1567,$8.0025,$0.1356,,,00:11:56,2.72,,,,,,00:00:00,1,1,1,41,04:36:00,1,36,19:08:00,5440,2.47%,0.0026,0.0029,0.003,0.003,,,,
1662000000,756360,18,DS1720F,SD30,08/02/2009,,00:29:33,203000,203,1353,0.92,0.05,0.004,0.002,0.003,0,200,200,0.9852,$997.6600,540,515,2.537,$171.2375,$1,168.8975,$5.7581,$0.1225,,,00:00:00,2.58,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4440,2.19%,0.0059,,0.0064,0.007,,,,,
1662000000,801347,23,DS1721C,SK15,03/02/2009,06:48:28,02:07:03,212600,213,1337,1.01,0.021,0.004,0.004,0.003,0,101,101,0.4751,$503.8183,273,275,1.294,$91.4375,$595.2558,$2.7999,$0.1555,,,00:04:18,2.72,,,,,,00:00:00,1,1,1,37,09:14:00,1,39,06:41:00,4960,2.33%,0.0068,,0.0076,0.0074,,,,,,
1662000000,801349,25,DS1721C,SK15,03/02/2009,11:11:16,00:43:38,220300,220,1285,0.97,0.023,0.004,0.004,0.003,0,110,110,0.4993,$548.7130,297,299,1.357,$99.4175,$648.1305,$2.9420,$0.1471,,,00:04:43,2.72,,,,,,00:00:00,1,1,1,37,09:23:00,1,39,06:50:00,5980,2.71%,0.0075,0.0081,,0.0084,,,,,,
1662000000,801351,27,DS1720F,SD30,03/02/2009,13:03:02,00:23:09,204800,205,1373,0.855,0.024,0.004,0.004,0.004,0,103,104,0.5078,$518.7832,278,286,1.396,$95.0950,$613.8782,$2.9975,$0.1499,,,00:04:34,2.75,,,,,,00:00:00,1,1,1,37,09:31:00,1,39,06:59:00,3570,1.74%,0.008,0.0102,,0.009,,,,,,
1662000000,801354,30,DS1720F,SD30,03/02/2009,15:46:36,00:47:36,211900,212,1328,1.02,0.023,0.004,0.004,0.003,0,106,106,0.5002,$528.7598,286,290,1.369,$96.4250,$625.1848,$2.9504,$0.1475,,,00:04:30,2.74,,,,,,00:00:00,1,1,1,37,09:45:00,1,39,07:12:00,4880,2.30%,0.0066,,0.0072,0.0073,,,,,,
1662000000,801356,32,DS1720F,SD30,03/02/2009,17:20:18,00:31:02,206000,206,1368,1.061,0.02,0.004,0.004,0.005,0,97,97,0.4709,$483.8651,262,269,1.306,$89.4425,$573.3076,$2.7830,$0.1855,,,00:04:10,2.77,,,,,,00:00:00,1,1,1,37,09:53:00,1,39,07:20:00,4400,2.14%,0.0099,,0.0108,0.0118,,,,,,
1662000000,756349,7,DS0507M,,07/02/2009,,00:25:26,196800,197,1401,1.231,0.029,0.004,0.004,0.004,0,110,110,0.5589,$548.7130,297,310,1.575,$103.0750,$651.7880,$3.3119,$0.1325,,,00:00:00,2.82,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5640,2.87%,0.0052,,0.0055,0.0056,,,,,,
1662000000,756351,9,DS0507M,,07/02/2009,,00:31:04,198700,199,1380,1.056,0.015,0.004,0.004,0.005,0,83,82,0.4127,$409.0406,224,218,1.097,$72.4850,$481.5256,$2.4234,$0.2423,,,00:00:00,2.66,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5060,2.55%,0.0069,,0.0074,0.0072,,,,,,
1662000000,756353,11,DS0507M,,08/02/2009,,00:33:21,205500,206,1353,0.904,0.034,0.004,0.004,0.004,0,124,125,0.6083,$623.5375,335,340,1.655,$113.0500,$736.5875,$3.5844,$0.1195,,,00:00:00,2.72,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4980,2.42%,0.0068,,0.0082,0.0079,,,,,,
1662000000,756355,13,DS1720F,SD30,08/02/2009,,00:35:54,201100,201,1360,0.999,0.031,0.004,0.004,0.005,0,116,116,0.5768,$578.6428,313,307,1.527,$102.0775,$680.7203,$3.3850,$0.1302,,,00:00:00,2.65,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5960,2.96%,0.008,,0.0083,0.0085,,,,,,
1662000000,756357,15,DS1720F,SD30,08/02/2009,,00:23:35,197500,198,1379,1.076,0.029,0.004,0.004,0.005,0,110,110,0.557,$548.7130,297,290,1.468,$96.4250,$645.1380,$3.2665,$0.1361,,,00:00:00,2.64,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,3520,1.78%,0.006,,0.0064,0.0067,,,,,,
1662000000,801407,164,DS0508E,KL22,08/02/2009,,00:42:38,216400,216,1258,1.129,0.028,0.004,0.004,0.003,0,118,118,0.5453,$588.6194,319,327,1.511,$108.7275,$697.3469,$3.2225,$0.1289,,,00:00:00,2.77,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,7060,3.26%,0.0074,0.0087,,0.0089,,,,,,
1662000000,801409,166,DS0508E,KL22,08/02/2009,,00:39:26,207100,207,1324,0.83,0.036,0.004,0.004,0.004,0,130,130,0.6277,$648.4790,351,346,1.671,$115.0450,$763.5240,$3.6867,$0.1152,,,00:00:00,2.66,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4990,2.41%,0.0067,,0.0072,0.0074,,,,,,
1662000000,756371,140,DS0508F,KL24,09/02/2009,,00:24:38,211300,211,1350,0.741,0.044,0.004,0.004,0.004,0,149,148,0.7004,$738.2684,402,384,1.817,$127.6800,$865.9484,$4.0982,$0.1025,,,00:00:00,2.59,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5060,2.39%,0.0073,,0.0075,0.0074,,,,,,
1662000000,756376,145,DS0507E,FK56,09/02/2009,,00:35:11,209100,209,1313,0.965,0.031,0.004,0.004,0.004,0,120,119,0.5691,$593.6077,324,315,1.506,$104.7375,$698.3452,$3.3398,$0.1237,,,00:00:00,2.65,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,4560,2.18%,0.0066,,0.0065,0.0061,,,,,,
1662000000,801411,147,DS0507E,FK56,09/02/2009,,00:36:07,204400,204,1401,0.674,0.035,0.004,0.004,0.004,0,126,126,0.6164,$628.5258,340,343,1.678,$114.0475,$742.5733,$3.6329,$0.1172,,,00:00:00,2.72,,,,,,00:00:00,0,0,0,,00:00:00,0,,00:00:00,5410,2.65%,0.0067,,0.0066,0.0064,,,,,,
1662000000,801431,89,DS0507J,FK43,11/02/2009,07:14:56,00:32:26,213400,213,1380,0.541,0.033,0.004,0.004,0.004,0,128,127,0.5951,$633.5141,346,343,1.607,$114.0475,$747.5616,$3.5031,$0.1208,,,00:05:24,2.7,,,,,,00:00:00,1,1,1,40,10:15:00,1,36,05:47:00,4360,2.04%,0.0054,,0.0061,0.0059,,,,,,
1662000000,801433,91,DS0508E,KL22,11/02/2009,08:45:29,00:26:13,204200,204,1385,0.437,0.039,0.004,0.004,0.005,0,134,134,0.6562,$668.4322,362,347,1.699,$115.3775,$783.8097,$3.8384,$0.1129,,,00:05:34,2.59,,,,,,00:00:00,1,1,1,40,10:25:00,1,36,05:57:00,3080,1.51%,0.0073,,0.0085,0.0089,,,,,,
1662000000,801435,93,DS0508E,KL22,11/02/2009,10:16:14,00:26:42,208400,208,1350,0.42,0.03,0.004,0.004,0.004,0,118,118,0.5662,$588.6194,319,314,1.507,$104.4050,$693.0244,$3.3255,$0.1279,,,00:05:00,2.66,,,,,,00:00:00,1,1,1,40,10:35:00,1,36,06:07:00,2550,1.22%,0.009,,0.0097,0.0106,,,,,,
1662000000,756419,95,DS0508E,KL22,11/02/2009,11:56:06,00:24:17,216100,216,1302,0.35,0.042,0.004,0.004,0.003,0,148,148,0.6849,$738.2684,400,388,1.795,$129.0100,$867.2784,$4.0133,$0.1029,,,00:06:08,2.62,,,,,,00:00:00,1,1,1,40,10:47:00,1,36,06:19:00,4680,2.17%,0.0067,,0.0081,0.0073,,,,,,
1662000000,756421,97,DS0508E,KL22,11/02/2009,13:29:41,00:32:01,215500,216,1301,0.379,0.043,0.004,0.004,0.003,0,150,150,0.6961,$748.2450,405,407,1.889,$135.3275,$883.5725,$4.1001,$0.1025,,,00:06:08,2.71,,,,,,00:00:00,1,1,1,40,10:59:00,1,36,06:31:00,4370,2.03%,0.0056,,0.0061,0.0062,,,,,,
1662000000,756424,100,DS0508E,KL22,11/02/2009,16:02:22,00:28:35,209600,210,1350,0.631,0.033,0.004,0.004,0.003,0,124,123,0.5868,$613.5609,335,343,1.636,$114.0475,$727.6084,$3.4714,$0.1157,,,00:05:12,2.79,,,,,,00:00:00,1,1,1,40,11:16:00,1,36,06:48:00,3960,1.89%,0.006,,0.0065,0.0063,,,,,,
1662000000,756426,102,DS0508E,KL22,11/02/2009,17:47:35,00:41:55,218800,219,1309,0.55,0.032,0.004,0.004,0.003,0,128,128,0.585,$638.5024,346,338,1.545,$112.3850,$750.8874,$3.4318,$0.1183,,,00:05:22,2.64,,,,,,00:00:00,1,1,1,40,11:26:00,1,36,06:58:00,5010,2.29%,0.0063,,0.0072,0.0071,,,,,,
1662000000,756450,26,DS0001R,AM08,12/02/2009,15:27:03,00:32:25,225600,226,1298,0.367,0.085,0.004,0.004,0.003,0,251,250,1.1082,$1,247.075,678,640,2.837,$212.8000,$1,459.875,$6.4711,$0.0789,,,00:09:58,2.56,,,,,,00:00:00,1,1,1,40,14:21:00,1,36,10:01:00,6580,2.92%,0.0086,0.0088,,0.0086,,,,
1662000000,756452,28,DS0001N,,12/02/2009,17:18:43,00:32:53,230200,230,1288,0.436,0.078,0.004,0.004,0.002,0,240,240,1.0426,$1,197.192,648,616,2.676,$204.8200,$1,402.012,$6.0904,$0.0801,,,00:09:39,2.57,,,,,,00:00:00,1,1,1,40,14:41:00,1,36,10:22:00,6440,2.80%,0.0083,0.0083,,0.0084,,,,
1662000000,801500,32,DS0006A,FK41,20/02/2009,07:02:31,00:26:07,199000,199,1333,1.422,0.014,0.004,0.004,0.002,0,81,80,0.402,$399.0640,219,208,1.045,$69.1600,$468.2240,$2.3529,$0.1961,,,00:03:32,2.6,,,,,,00:00:00,1,1,1,41,08:50:00,1,36,23:49:00,3410,1.71%,0.0059,,0.0066,0.0069,,,,,,
1662000000,801502,34,DS0006A,FK41,20/02/2009,08:51:54,00:25:45,195300,195,1386,1.3,0.015,0.004,0.004,0.004,0,81,81,0.4147,$404.0523,219,202,1.034,$67.1650,$471.2173,$2.4128,$0.2193,,,00:03:54,2.49,,,,,,00:00:00,1,1,1,41,08:56:00,1,36,23:56:00,4300,2.20%,0.007,,0.0075,0.0094,,,,,,
1662000000,801504,36,DS0006A,FK41,20/02/2009,10:29:24,00:36:26,193700,194,1399,1.359,0.015,0.004,0.004,0.004,0,81,81,0.4182,$404.0523,219,212,1.094,$70.4900,$474.5423,$2.4499,$0.2227,,,00:03:34,2.62,,,,,,00:00:00,1,1,1,41,09:03:00,1,36,24:02:00,3650,1.88%,0.0081,,0.0088,0.0077,,,,,,
1662000000,801506,40,DS0810T,KY12,20/02/2009,11:59:38,00:23:15,198600,199,1404,1.487,0.013,0.004,0.004,0.004,0,79,80,0.4028,$399.0640,213,212,1.067,$70.4900,$469.5540,$2.3643,$0.2627,,,00:03:34,2.65,,,,,,00:00:00,1,1,1,41,09:09:00,1,36,24:09:00,3320,1.67%,0.0041,,0.0036,0.0033,,,,,,
1662000000,801508,42,DS0810T,KY12,20/02/2009,14:04:43,00:35:45,201100,201,1395,1.729,0.011,0.004,0.004,0.005,0,76,76,0.3779,$379.1108,205,200,0.995,$66.5000,$445.6108,$2.2159,$0.3693,,,00:03:23,2.63,,,,,,00:00:00,1,1,1,41,09:16:00,1,36,24:15:00,4950,2.46%,0.005,,0.0049,0.0042,,,,,,
1662000000,801511,45,DS0810T,KY12,20/02/2009,17:40:36,00:35:34,210600,211,1341,1.34,0.019,0.004,0.004,0.002,0,97,97,0.4606,$483.8651,262,253,1.201,$84.1225,$567.9876,$2.6970,$0.1586,,,00:04:13,2.61,,,,,,00:00:00,1,1,1,41,09:27:00,1,36,24:26:00,7620,3.62%,0.005,,0.0045,0.0044,,,,,,
